source	target	mor
Id2	Tff1	1
Esr1	Tkt	1
Sp1	Adam15	1
Jun	Mbd3	1
Foxm1	Foxf1	1
Foxm1	Kdr	1
Atf2	Trib3	1
Prox1	Notch1	1
Tbx18	Gja1	1
Hsf1	St8sia4	1
Hif1a	Alas2	1
Creb1	Uchl1	1
Yy1	Uchl1	1
Esr1	Pomc	1
Nfil3	Areg	-1
Nfil3	Ereg	-1
Atf5	Bcl2	1
Irf6	Bcl2	1
Tcf3	Cd38	1
Ezh2	Pip5k1c	-1
Ezh2	Gstp1	1
Irf1	Myd88	1
Irf1	Spg7	1
Myc	Trp53inp1	-1
Tp53	Rrad	1
Nkx2-2	Ermn	1
Nr3c1	Slc2a5	1
Nr3c1	Slc5a1	1
Egr1	Ggps1	1
Ar	Inpp4b	1
Hif1a	Hp	1
Fezf2	Tbr1	1
Tbr1	Fezf2	-1
Fezf2	Fezf2	1
Tbr1	Tbr1	1
Sall2	Sall2	1
Tfap4	Sall2	1
Spi1	Ifnb1	1
Hsf1	Dlg1	1
Sp1	Napepld	1
Mef2a	Prkaa2	1
Tp73	Bak1	1
Myc	Junb	-1
Zeb2	Col1a2	-1
Clock	Rhbdf2	1
Cebpg	Prlr	1
Gfi1	Ghr	1
Hif1a	Eln	1
Hif1a	Lox	1
Tbx21	Ccl11	1
Tp53	Slc10a4	1
Fos	Il2ra	1
Sp1	Cdc25b	1
Tp53	Cdc25b	-1
Ar	Oga	1
Atf4	Ptgs2	1
Maf	Serpinh1	1
Maf	Cnot6	1
Maf	Noct	1
Ppara	Igf1	1
Sp1	Gstm7	1
Creb1	Mat2a	1
Gata1	Slc25a37	1
E2f1	Tgm1	-1
E2f7	Sp1	-1
Yy1	Ltb	1
Foxo1	Iapp	-1
Runx1	Prkcq	1
Cebpa	Gpx4	1
Rest	Dyrk1a	1
Nfyb	Top2a	-1
Pou2f1	Capn6	1
Pdx1	Chgb	1
Ybx3	Gtpbp1	1
Hsf4	Hif1a	1
Hif1a	Il6	1
Elk1	Mcl1	1
Srf	Mcl1	1
Heyl	Hes1	-1
Klf10	Tmbim6	1
Crem	Nfatc1	1
Sox5	Acan	1
Sox6	Acan	1
Sox6	Socs3	1
Creb1	Nolc1	1
Hsf1	Cxcl2	1
Nr2f1	Cip2a	1
Hnf1a	Cip2a	1
Hif1a	Gper1	1
Ahr	Il17a	1
Nr1h3	Il17a	1
Srebf1	Il17a	-1
Nr1h3	Ahr	1
Hoxb13	Ar	-1
Dlx3	Sumo1	1
Bcl6	Cd63	1
Rest	Gabra6	-1
Dnmt1	Cadm1	1
Tbx21	Yy1	1
Yy1	Tbx21	-1
Ar	Nr5a2	1
Hnf4a	Pla2g12b	1
Klf9	Notch1	1
Hnf1b	Lhx1	1
Hnf1b	Pax8	1
Lhx1	Pax8	1
Osr2	Pax8	1
Esr1	Mecp2	1
Mecp2	Esr1	-1
Foxo1	Runx2	1
Mlxipl	Ppara	-1
Pgr	Pld1	1
Cdx2	Dpp4	1
Myc	Dpp4	-1
Fezf2	Cs	1
Tbr1	Cs	1
Sp1	Sumo3	1
Nr1i2	Ncoa6	1
Cebpb	Btg2	1
Cebpb	Ccn1	1
Cebpb	Socs1	1
Cebpb	Zfp36	1
Esr1	Rps6kb1	1
Atf3	Ldlr	-1
Nr1h4	Abcc4	-1
Batf	Stat3	1
Stat3	Batf	1
Foxo1	Hyou1	1
Egr1	Cdh1	1
Tp53	Casp9	1
Tp63	Spata18	1
Tp53	Spata18	1
Pitx1	Tert	-1
Atf3	Slc11a1	1
Mtf1	Mt3	1
Ar	Tp63	1
Tp63	Ar	1
Myc	Gfap	1
Ppara	Cyp1a1	1
Vdr	Il12b	1
E2f4	Cdkn1b	1
Ppara	Lrp2	1
Pparg	Lrp2	1
Ctbp2	Atxn1	1
Stat5a	Sftpb	1
Bhlhe40	Tp63	1
Twist1	Zeb1	1
Atf2	Fgf21	1
Tp53	Nuak1	1
Tp53	Stk11	1
Nr1h4	Abcg5	1
Spi1	Cd44	1
Hoxb3	Hoxb1	1
Hoxb3	Tg	1
Pou2f1	Phf11	1
Pax7	Myod1	1
Myod1	Pax7	1
Kat5	Cdk1	1
Ctcf	Rbl2	1
Ctcfl	Rbl2	1
Tp53	Ddx3x	1
Jun	Traf2	1
Tp53	Kifbp	1
Cxxc1	Oprm1	1
Junb	Gzmb	1
Junb	Npm1	1
Kmt2a	Abcc3	1
Nr1h4	Fgfr1	1
Nr1h4	Me3	1
Nr1h4	Slc10a1	-1
Spi1	Slc10a1	1
Smad4	Id2	1
Tbx6	Wnt3a	1
Foxo1	Ins2	-1
Pdx1	Hp	1
Ctcf	Syt8	1
Sp1	Gapdh	1
Hif1a	Gapdh	1
Tp53	Sparc	1
Cebpb	Alk	1
Cebpb	Npm1	1
Wt1	Aldh1a2	1
Tp53	Lrp1	1
Ybx1	Lrp1	1
Ssrp1	Jag2	1
Gata4	Kdr	1
Tp53	Akt2	1
Zeb2	Angpt1	1
Nr1h2	Pomc	1
Tp53	Ccnd2	1
Nr3c1	Aco1	1
Stat5a	Tfrc	1
Snai1	Fn1	1
Nr4a2	Axin2	1
Tp53	Duoxa1	1
Elk1	Smn1	1
Tp53	Rassf1	-1
Fosl2	Rgs4	1
Id2	Crebbp	1
Mta1	Th	1
Pax3	Gfap	1
Smad2	Fxyd3	-1
Zeb1	Fxyd3	-1
Ar	Sdcbp	1
Ar	Il1rl1	1
Esr1	Memo1	1
Zfp746	Ins2	1
Zfp746	Ppargc1a	-1
Wt1	Men1	1
Dnmt1	Pax2	1
Mef2a	Fgfr1	1
Mef2a	Me3	1
Nkx2-5	Fgfr1	1
Nkx2-5	Me3	1
Cebpb	Uhrf1	1
Nfya	Uhrf1	1
Tp53	Uhrf1	-1
Cebpd	Ccn2	1
Nfe2l2	Kpna6	1
Mafb	Csnk2a2	1
Nfil3	Il10	1
Nfil3	Il12b	-1
Hnf4a	Itk	1
Hesx1	Myocd	1
Dnmt1	Slc38a2	1
Egr1	Slc5a5	1
Nr4a1	Lep	1
Hif1a	Ghr	1
Mtf1	Sncb	1
Cux1	Cd38	1
Nr3c1	Cdkn2a	-1
Smad4	Por	1
Elk1	Spast	-1
Smad4	Cdh2	1
Nfatc1	Cd5	1
Pdx1	Rb1	1
Ezh2	P2ry4	1
Stat2	P2ry4	1
Pou2f1	Nox4	1
Nfe2l2	Nox4	1
Thap11	Ccnd1	-1
Thap11	Jak2	1
Thap11	Odc1	1
Neurod1	Sqstm1	1
Spi1	Limd1	1
Hes5	Il12a	-1
Smad3	Myocd	-1
Smad2	Myocd	-1
Ddit3	Rho	1
Jun	Ccn5	1
Yy1	Mat2a	-1
Nr1d1	Nupr1	-1
Nr1d1	Rcvrn	-1
Nr1d1	Rgr	-1
Nr2c1	Rgr	1
Nr2e3	Nupr1	1
Nr2e3	Rcvrn	1
Nr2e3	Rgr	1
Egr2	Pmp22	1
Sox10	Pmp22	1
Hif1a	Atp5if1	1
Nfatc1	Oga	1
Pax6	Foxg1	1
Foxg1	Pax6	1
Pax9	Osr2	1
Egr3	Tyrobp	1
Tp53	Slc31a1	1
Ets1	Mcl1	1
Xbp1	Mcl1	1
Foxo1	Ccn3	1
Pax3	Ccn3	1
Nr1i3	Lratd1	1
Hr	Nrn1	1
Hoxb9	Ren1	1
Ar	Stim1	1
Arnt	Esr2	1
Cxxc1	Acta2	1
Sp1	Serpine2	1
Tp63	Thop1	1
Tp73	Thop1	1
Dnmt1	Plat	1
Jun	Bcl2l11	1
Kat7	Gsk3b	1
Yy1	Aph1a	1
Pitx2	Polr2f	1
Pitx2	Tnfsf4	1
Kmt2a	Aff1	1
Smad7	Gast	-1
Ets1	Tmem131l	1
Gata4	Jarid2	1
Jarid2	Cdk4	1
Pax7	Tp53	1
Tp53	Pc	1
Runx1	Vegfa	-1
Zbtb17	Bin1	1
Znf354c	Bin1	1
Esr1	Rho	1
Hif1a	Ddx3x	1
Nkx2-5	Tpo	1
Egr1	Bcl2l11	1
Fli1	Esr1	1
Mbd2	Nfatc2	1
Sp1	Atf2	1
Tfam	Birc5	1
E2f1	Slc11a1	1
Cebpa	Il4	1
LOC100911668	Cish	1
Jun	Apom	-1
Junb	Apom	-1
Spi1	Apom	1
Hif1a	Lrp1	1
Hsf1	Csf3	1
Hsf1	Csf2	1
Hsf1	Theg	1
Cebpb	Csf2	1
Cebpb	Theg	1
Tbx3	Spp1	-1
Hif1a	Hsf1	1
Hesx1	Nlrp3	1
Hif1a	Esr1	1
Mbd2	App	1
Mbd2	Slc25a5	1
Esrrg	Dnmt1	1
Nr0b2	Dnmt1	-1
Dnmt1	Nr0b2	1
Hif1a	Mat2a	1
Tp53	Dym	1
Nfya	Igf1	1
Gata4	Mpg	1
Ezh2	Pc	1
Sp1	Abcg2	1
Elf4	Mab21l1	1
Sp1	Stc1	1
Foxn1	Lxn	1
Atf3	Id1	-1
Id1	Mmp2	1
Cebpb	Lamc1	1
Foxo1	Bglap	-1
Cdx4	LOC100911668	1
LOC100911668	Cdx4	1
Ncoa2	Il6	1
Nr2c2	Scd1	1
Nr2c2	Ins2	1
Tp63	Id2	-1
Tp53	Otx1	1
Atf2	Fn1	1
Fos	Il27	1
Max	Nrp1	1
Kcnip3	Cacna1c	1
Kcnip3	Camk2a	1
Fosl1	Cebpa	-1
Nfat5	Tnfsf11	1
E2f1	Neurog3	1
Neurog3	Cdk4	1
Nr1h4	Ppargc1a	1
Esr1	Cyp2c11	1
Arnt	Cryab	1
Gli1	Reg4	1
Ctcf	Plcb1	1
Ctcf	Plcb4	1
Pax6	Plcb1	1
Pax6	Plcb4	1
Ppard	Mmp9	1
Tp73	Uhrf1	1
Pbx2	Aldh1a2	1
Stat2	Krt27	1
Stat2	Me3	1
Nfatc1	Timp1	1
Nfil3	Il13	-1
Hoxd1	Itgb1	1
Foxo1	Angptl2	1
Spi1	Uchl1	1
Sp1	Dok7	1
Dlx2	Amelx	1
Foxj1	Dlx2	1
Dlx2	Foxj1	1
Foxj1	Amelx	1
Pitx2	Amelx	1
Ncoa2	Ccnd1	1
Bhlhe40	Ccnd1	-1
Creb1	Xpc	1
Fos	Cxcl1	1
Smarca1	Prl	1
Nono	Prl	1
Jun	Nt5e	1
Sox9	Ntf3	1
Tbx21	Il2rb	1
Tp63	Rbl2	1
Smad3	Egr2	1
Tbx4	Fgf10	1
Ahr	Wif1	1
Esr1	Wif1	1
Nfatc1	Il6	1
Ezh2	Sfrp1	1
Nr2c2	Tgfb1i1	1
Tgfb1i1	Nr2c2	1
Tbx21	Socs1	1
Tbx21	Socs3	1
Runx1	Cbfa2t3	1
Runx1	Sin3a	1
Spi1	Cbfa2t3	1
Spi1	Sin3a	1
Stat5a	Fkbp1a	1
Stat5a	Qpct	1
Dlx3	Dlx3	1
Mafa	Cdk4	1
Srebf2	Nr1h3	1
Nr1h3	Srebf2	1
Srf	Ins2	1
Ar	Mcl1	1
Ar	Acaca	1
Sall4	Abcg2	1
Sp1	Rgn	-1
Kat7	Fgfr1	1
Kat7	Hat1	1
Kat7	Krt8	1
Tp63	Bcl2	1
Tp63	Bbc3	1
Thra	Thrsp	1
Klf2	Reln	1
Jun	Asah2	1
Pou2f1	Nfya	1
Myc	Top1mt	1
Tp53	Rgs13	1
Qsox1	Abcc6	1
Nr1i2	Pias3	1
Ezh2	Rap1gap	1
Smad2	Ccng2	1
Smad3	Ccng2	1
Smad4	Ccng2	1
Gata2	Cga	1
Foxo4	Sod2	1
Foxo4	Atxn3	1
Hnf4a	Bves	1
Zfp161	Fhl2	1
Myc	Agtr1	1
Ar	Agtr1	1
Cebpg	Stat5b	1
Ppara	Stat5b	1
Cebpa	Stat5b	1
Cebpb	Stat5b	1
Smarce1	Myod1	1
Tshz3	Myod1	1
Smarce1	Myog	1
Tshz3	Myog	1
Lef1	Utp3	1
Stat3	Esr2	1
Ezh2	Cbx2	1
Ezh2	Chek1	1
Ezh2	Fbxo32	-1
Tp53	Fbxo32	1
Ubtf	Crebbp	1
Sp1	Hsd17b11	1
Cebpa	Hsd17b11	1
Mbd2	Cd4	1
Mbd2	Cd70	1
Tp53	Mdc1	1
Ssrp1	Gal	1
Tp53	Hmox1	1
Tp73	Hmox1	1
Nr5a2	Ilf3	1
Nr5a2	Prmt1	1
Sp1	Tgfbi	1
Spi1	Lilrb3a	1
Spi1	Lilrb3b	1
Xbp1	Ins2	1
Jun	Cdkn2a	1
Mta1	Cdkn2a	1
Sall3	Opn1mw	1
Egr1	Rrad	1
Klf10	Runx2	1
Hivep2	Myc	-1
Tp53	Lta	1
Ppara	Retsat	1
Ahr	Nqo1	-1
Hr	Nqo1	1
Gfi1	Abl1	1
Pparg	Ifnb1	-1
Nr5a2	Lhb	1
Srf	Cyld	1
Runx1	Smad6	1
Gli1	Cyld	-1
Cebpb	Gpd1	1
Cebpb	Stmn1	1
Pparg	Dlk1	1
Cebpb	Pdk4	1
Neurod6	Neurod1	1
Nr3c1	Il2	-1
Sall3	Cyc1	1
Nkx3-1	Map3k5	1
Nkx3-1	Mapk1	1
Tp53	Map3k5	1
Nkx3-1	Ptgfr	1
Nfe2l2	Calca	1
Sp7	Bglap	1
LOC100911668	Sp7	1
Cebpb	Mstn	1
Ppard	Lep	-1
Pax8	Rb1	1
Pax8	Slc25a5	1
Pax8	Tnfrsf11a	1
Pax8	E2f1	1
Sp7	Fgfr1	1
Sp7	Mark1	1
Sp7	Me3	1
Tbx6	Cdkn1b	1
Foxp1	Gja1	1
Foxp1	Myh7	1
Hesx1	Myh7	1
Nfatc4	Gja1	1
Nfatc4	Myh7	1
Foxp1	Myh6	1
Cebpb	Ric8b	1
Smarca1	Ric8b	1
Gata2	Cdx2	1
Gata4	Hamp	1
Stat3	Prkaa1	1
Klf2	P11517	1
Klf2	Hbb	1
Hif1a	Nrp2	-1
Hnf1a	Spink1	1
Irf3	Plin3	1
Gata3	Dusp16	1
Tbx21	Dusp16	1
Smad2	Rgcc	1
Smad4	Rgcc	1
Smad3	Rgcc	1
Hif1a	Slc8a1	1
Hr	Hpse	1
Ehf	Ruvbl1	1
Tp53	Krt9	1
Tp53	Paf1	1
Tp53	Rnf20	1
Nr1h4	Krt13	1
Dlx5	Akt1	1
Dmrt1	Stra8	-1
Jun	Havcr2	1
Etv1	Pomc	1
Zbtb38	Myog	1
Smad3	Foxa2	1
Esr1	Ccn2	1
Tp63	Pten	1
Tp63	Akt1	1
Sox9	Tcf21	1
Hoxb1	Crabp1	1
Nfe2l2	Cryz	1
Maml1	Hes1	1
Hes1	Maml1	1
Foxc2	Itgb1	1
Sp1	Trpv1	1
Nr1h3	Cyp1a1	1
Zfpm1	Ifng	1
Jun	Abcc8	1
Stat5a	Lep	1
Kat7	Apc	1
Ybx1	Pc	1
Ybx1	Ar	1
Fos	Egf	1
E2f1	Kcnh1	1
Tp53	Kcnh1	1
Tp53	Ptpn6	1
Hnf4a	Upk2	1
Skil	Fshb	-1
Jun	Fshb	1
Cxxc1	Rb1	1
Srebf1	Fgf21	-1
Ar	Cyp17a1	1
Sox17	Cyp17a1	1
Gata2	Emcn	1
Gli1	Vegfa	1
Yy1	Brca1	1
Myc	Rac3	1
Kat5	Dnttip2	1
Nkx2-2	Sirt2	1
Cebpb	Prlr	1
Sp1	Prlr	1
Mbd2	Nos3	1
Hif1a	Vldlr	1
Cux1	Kiss1	1
Yy1	Kiss1	-1
Nrl	Cish	1
Rorb	Nrl	1
Neurog3	Atoh8	1
Atoh8	Fgfr1	1
Atoh8	Krt27	1
Atoh8	Me3	1
Hoxb5	Ret	1
Cebpb	P2rx3	1
Runx1	P2rx3	1
Jun	Notch4	1
Irf1	Smarca4	1
Tp53	Xpo1	-1
Gli1	Bmi1	1
Cebpb	Cops5	1
Stat3	Cops5	1
Cebpg	Cops5	1
Gata1	Cops5	1
Esr1	Stk11	-1
Tbx21	Abl1	1
Nfia	Gfap	1
Myc	Psmd10	1
Ahr	Ppargc1b	1
Creb1	Filip1l	1
Myc	Abcb6	1
Creb1	Bmp2	1
Pax6	Olig2	-1
Tcf12	Olig2	1
Pitx3	Mip	1
Pitx3	Tnpo1	1
Gata2	Snca	1
Srf	Gata2	1
Ddit3	H3-3b	1
Sall3	Th	1
Kat7	Pla2g4a	1
Kat7	Kat2a	1
Hnf1b	Ca2	1
Hnf1b	Cftr	1
Creb1	Dio2	1
Runx1	Hbz	1
Six1	Eya2	1
Znf384	Hes1	1
Znf384	Pdlim7	1
Mafb	Pth	1
Olig2	Gfap	-1
Mef2c	Rgr	-1
Mef2c	Rho	-1
Mef2c	Rpe65	1
Creb1	Gda	1
Nr0b2	Mapk8	1
Tfap4	Mapk8	1
Tfap4	Ptpn6	1
Runx1	Serpinb13	-1
Runx1	Ctsk	1
Stat3	Irf1	1
Mbd2	Adgrb1	1
Nr0b2	Egr1	-1
Hnf4a	Egr1	1
Atf5	Gfap	1
Stat3	Foxo1	1
Stat3	Bad	-1
Stat3	Faslg	-1
Sox17	Robo4	1
Ar	Fkbp4	1
Uri1	Ar	-1
Ar	Uri1	1
Sp1	Tinf2	1
Nr5a1	Shbg	1
Usf2	Nr5a1	1
Ar	Tubb3	1
Cebpa	Oxtr	1
Isl1	Neurod4	1
Jun	Gadd45a	1
Nfatc1	Fgfr1	1
Nfatc1	Krt27	1
Nfatc1	Me3	1
Ahr	Mfsd2a	1
Arnt	Mfsd2a	1
Esr1	Ret	1
Cebpb	Hspa9	1
Myc	Igf1r	1
Atf4	Chac1	1
Mtf1	Abcc3	1
Tp63	Poli	1
Tp63	Bnc1	1
Ddit3	Lcn2	1
Esr1	Lcn2	1
Foxo1	Pnpla2	1
Hes1	Tlx3	1
Nfe2l2	Cacna1c	1
Vdr	Il17a	1
Aire	Cd28	1
Ar	Cdk20	1
Litaf	Furin	1
Msgn1	Wnt3a	1
Hif1a	Mmp15	1
Dnmt1	Pdlim7	1
Dnmt3a	Pdlim7	1
Nr5a1	Cyp26b1	1
Sox9	Cyp26b1	1
LOC100911668	Spast	1
LOC100911668	Emx2	-1
Hif1a	Esrrg	1
Spi1	Arg1	1
Nr1h3	Arg1	1
Nr1h3	Trim63	1
Nfat5	Acta2	1
Nfat5	Cish	1
Irf1	Tg	1
Gata3	Erbb2	1
Trps1	Erbb2	1
Esr2	Foxm1	-1
Nr1i2	Ste2	1
Nr1i2	Ste	1
Hnf4a	Rnf34	1
Hnf4a	Ste2	1
Hnf4a	Ste	1
Stat3	Icos	1
Dnmt1	Tnf	1
Atf4	Per2	1
Cebpb	Gap43	1
Ezh2	Vim	1
Pou3f1	Fabp7	1
Tcf21	Kiss1	1
Tcf3	Kiss1	1
Zeb1	Ccn2	-1
Hif1a	Ctf1	1
Hif1a	Slc22a5	1
Hoxc8	Llgl1	1
Creb1	Aqp2	1
Esr2	Sftpb	1
Sp1	Apob	1
Myc	Igf2bp1	1
Myc	Pdcd4	1
Pdx1	Fgfr1	1
Pdx1	Oga	1
Pparg	Pgk1	-1
Pparg	Prkcz	-1
Pitx2	Cry1	1
Creb1	Tnfsf13	1
Smad3	Tnfsf13	1
Nr3c1	Kras	1
Nr3c1	Raf1	1
Hnf1a	Xbp1	1
Hnf1a	Hspa5	1
Foxa2	Neurog3	1
Sp1	Poli	1
Ybx1	Pabpc1	1
Gata4	Epo	1
Nr1i3	Fn1	1
Mitf	Lyn	1
Mitf	Pik3r1	1
Atf5	Egr1	1
Yy1	Has2	-1
Ar	Osr1	1
Stat3	Krt17	1
Mycn	Dkk3	-1
Nr3c2	Ckm	1
Srf	Myh4	1
Smad3	Plau	1
Smad3	Cdh1	-1
Tp53	Gsn	1
Nfe2l2	Ugt1a1	1
Nfatc2	Nkx2-3	1
Hsf1	Nr4a3	1
Vdr	Nphs1	1
Foxo1	Qsox1	1
Ddit3	Fn1	1
Ddit3	Pitx3	1
Klf1	Dnase2	1
Irf6	Irf6	1
Nfe2l2	Kras	1
Ar	Pip	1
Runx2	Pip	1
Stat3	Trim28	1
Nfe2l2	Bach1	1
Spi1	Igf2	1
Dnmt1	Slc12a2	1
Pgr	Th	1
Pou3f1	Gdnf	1
Tbxt	Cxcr4	1
Foxo1	Cyp1a1	1
Nr5a1	Shh	1
Cebpa	Fosb	1
Sp1	Fosb	1
Esr1	Scarb1	1
Atf3	Pdx1	-1
Pdx1	Axin1	1
Atf6	Ins2	-1
Atf6b	Ins2	1
Nr4a3	Adcyap1	1
Nr4a3	Crh	1
Irx3	Gja5	1
Irx3	Gja1	-1
Nfil3	Phex	-1
Nfil3	Pth	1
Klf10	Kdr	1
Ahr	Ste2	1
Ahr	Ste	1
Isl1	Ccnd1	1
Myc	Isl1	1
Isl1	Myc	1
Tp53	Met	-1
Foxp2	Met	-1
Smad2	Pparg	1
Smad4	Pparg	1
Runx1	Litaf	1
Runx1	Gadd45a	1
Ptf1a	Atoh7	-1
Fosl1	Egf	1
Ezh2	Bcl2	1
Ets1	Ccnd3	-1
Junb	Tnf	1
Myog	Isyna1	1
Pdx1	Ucp2	1
Sox17	Comp	1
Elk1	Slc2a1	1
Srf	Slc2a1	1
Dmap1	Cdh1	1
Nrl	Mef2c	1
Jund	Gast	1
Yy1	Slc1a2	-1
Nfe2l2	Fgf21	1
Snai1	Acta2	1
Atf4	Dnajb9	1
Atf6	Dnajb9	1
Mlxipl	Klf10	1
Arx	Sst	1
Arx	Ghrl	1
Foxa2	Fabp3	1
Plag1	Cd44	1
Plag1	Egr1	1
Yy1	Pou4f3	1
Nfe2l2	Nos2	1
Kat5	Cd44	1
Neurod1	Col1a2	1
Cdx2	Tlr4	1
Tp53	Slc2a12	-1
Spi1	C1qb	1
Smad2	Il2	1
Smad3	Il2	1
Cebpd	Camkk2	1
Sox9	Cebpb	-1
Sox9	Cebpd	-1
Hbp1	Map1lc3a	1
Myod1	Ache	1
Nrl	Nrl	1
Tp53	Ywhag	1
Foxa2	Aqp9	1
Foxa2	Atic	1
Dnmt1	Mapk1	1
Hif1a	Il17a	1
Nr1i3	Tuba8	1
Sp1	Bmpr1a	1
Tfap4	Cd4	-1
Batf	Cd8a	1
Ddit3	Hsp90ab1	1
Pitx2	Slc13a3	1
Stat5a	Maf	1
Twist1	Bmi1	1
Ybx1	Akt2	1
Ybx1	Bmi1	1
Pax2	Adam10	1
Id1	Krt9	1
Id1	Me3	1
Sp1	Orc2	1
Nkx2-2	Arx	1
Pax2	L1cam	-1
Cebpa	Lgals1	1
Lmx1a	Cdkn1b	1
Lmx1a	Hes1	1
Lmx1b	Cdkn1b	1
Lmx1b	Hes1	1
Cux1	Ect2	1
E2f1	Ect2	1
Nr1h3	Fgf21	1
Mef2b	Sost	1
Smad9	Sost	1
Gata3	Lox	-1
Mef2a	Mutyh	1
Ctcf	Vegfa	1
Dlx2	Cdkn2a	1
Dlx2	Myc	1
Dlx2	Tgfb1	-1
Dlx2	Tgfbr2	1
Jun	Ccn3	1
Jun	Ilk	1
Myf5	Ccnd3	1
Myog	Ccnd3	1
Pax7	Ccnd3	1
Myc	Bcl2l11	1
Jun	Bpifa1	1
Etv6	Epor	1
Preb	Epor	1
Runx1	Epor	1
Atf3	Cldn1	1
Atf3	Itga7	1
Atf3	Lif	1
Atf3	Serpine2	1
Id2	Rb1	1
Stat5a	Lif	1
Esr1	Foxp1	1
Foxp1	Esr1	1
Rest	Hcn1	-1
Runx1	Calca	1
Runx1	Ntrk1	1
Runx1	Ret	1
Gata1	Runx1	1
Runx1	Gata1	1
Runx1	Hes1	1
Xbp1	Runx2	1
Egr2	Commd7	1
Sox10	Commd7	1
Foxn1	Krt14	1
Foxn1	Foxn1	1
Mycn	Lrrn3	-1
Zbtb17	Lrrn3	1
Znf692	Pck1	-1
Bcl3	Ctcf	-1
Aire	Aire	1
Aire	Il2ra	1
Pitx3	C1qa	1
Hr	Map3k7	1
Hr	Tab2	1
Snai1	Mmp15	1
Mef2a	Trim63	1
Foxp1	Gdf3	1
Nr5a2	Gdf3	1
Atf3	Dhdds	1
Nkx3-1	Cd44	1
Tp73	Cd44	1
Foxo1	Vcam1	1
Nr3c1	Il11	-1
Neurog2	Neurod1	1
Neurod1	Neurog2	1
Neurog2	Neurog2	1
Sp7	Nell1	-1
Fli1	Pf4	1
Esr1	Pts	1
Max	Mapk1	1
Tp63	Tnf	1
Arnt	Irs2	1
Foxo1	Irs2	1
Pax6	Ar	1
Myod1	Inppl1	1
Creb1	Fzd6	1
Nr1h3	Plac1	1
Stat3	Fscn1	1
Nkx3-1	Igfbp6	1
Nfatc1	Irs2	1
Pgr	Crygb	1
Hbp1	Becn1	1
Srebf2	Hmgcr	1
Sp1	Gria2	1
Zbtb16	Fgfr1	1
Zbtb16	Krt14	1
Zbtb16	Krt9	1
Irf3	Ctnnb1	1
Nr0b2	Slc2a4	1
Nr0b2	Reg1	1
Stat3	Chi3l1	1
Crem	Syk	1
Mef2c	Mef2c	1
Myc	Naaa	1
Bmal1	Mbd2	1
Clock	Mbd2	1
Jarid2	Per2	1
Mbd2	Per2	1
Tp63	Csf2	1
Tp63	Il2	1
Nfatc2	Prl	1
Nfatc2	Stat5a	1
Stat5a	Nfatc2	1
Lhx4	Afp	1
Mta1	Sumo2	1
Sp1	Sumo2	1
Dnmt1	Ar	1
Irf7	Ppargc1a	1
Jun	Tgm1	1
Hbp1	Crebbp	1
Hbp1	Hbp1	1
Pitx2	Lyrm4	1
Gata4	Pkd1	1
Gata4	Prkd3	1
Nkx2-5	Mef2d	1
Nkx2-5	Pkd1	1
Nkx2-5	Prkd3	1
Pax6	Star	1
Esr1	Alk	1
Yy1	Rtcb	1
Hr	Chrna7	1
Cebpd	Prl	1
Wt1	Kirrel2	1
Runx1	Bcl2l1	1
Ssrp1	Bcl2l1	1
Lef1	Ido1	1
Cebpb	Plac8	1
Sox9	Ins2	1
Sox9	Gcg	-1
Tbx21	Tnf	1
Esr1	Ehmt2	1
Esr1	Aip	1
Aip	Esr1	-1
Pou2f1	Cat	1
Runx2	Ccn2	-1
Nfatc4	Cga	1
Nfatc4	Crtc1	1
Nfatc4	Fshb	1
Nr4a1	Fshb	1
Ybx1	Clu	1
Hes1	Atoh1	-1
Qsox1	Qsox1	1
Mitf	Dcstamp	1
Sox9	Xpo4	1
Spi1	Hck	1
Stat3	Tnfrsf1b	1
Crebzf	Prkaa1	1
Crebzf	Stk11	1
Egr1	Ccn1	1
Jun	Casp3	1
Atf2	Casp3	1
Pax6	Rlbp1	1
Fosb	Ccn2	1
Id1	Tgfb1i1	1
Tgfb1i1	Id1	1
Tgfb1i1	Bmp4	1
Dnmt1	Chfr	1
Dnmt1	Fhit	1
Tcf12	Acsl5	1
Tcf12	Ank3	1
Tcf12	Ugp2	1
Hif1a	Cd164	1
Jun	Cd164	1
Tp53	Plagl1	1
Plagl1	Tp53	1
Maf	Il22	1
Irf1	Me3	1
E2f4	Tbx2	-1
Cebpb	Il18bp	1
Cebpg	Il18bp	1
Creb1	Il18bp	1
Yy1	Vim	1
Irf6	Vim	1
Snai1	Twist1	-1
Twist1	Snai1	-1
Tp53	Hdgf	1
Hdgf	Tp53	1
Cebpg	Pdlim7	1
Pitx2	Mylk	1
Foxn1	Mylk	1
Cdx2	Slc10a2	1
Esr2	Slc2a4	1
Sp1	Slc2a4	1
Ssrp1	Ankrd1	1
Cux1	Psip1	1
Sp1	Psip1	1
Sp1	Tnfrsf1b	1
Pou1f1	Cdkn2a	1
Pou1f1	Tp53	1
Gata1	Prdx5	1
Mbd2	Kdm3a	1
Pgr	Dusp1	1
Twist1	Ccn5	1
Gata2	Pten	-1
Lef1	Faslg	1
Mxd1	Cdh1	1
Ctcf	Cdkn2a	-1
Crem	Il17a	1
Nr2e3	Tp53	1
Tp53	Rbm38	1
Nfya	Tgfbr2	1
Pparg	Slc2a1	1
Atf4	Apoe	1
